Latitude,Longitude,Unique Squirrel ID,Shift,Date,Age,Primary Fur Color,Location,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail Flags,Tail Twitches,Approaches,Indifferent,Runs From
40.79337552667870000000,-73.95759438155640000000,35E-PM-1006-07,PM,2018-10-06,Adult,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,true
40.77288773779770000000,-73.96941681186430000000,11G-PM-1013-01,PM,2018-10-13,Adult,Gray,Above Ground,In the Woods/Brush,false,false,true,false,true,,false,false,false,false,false,false,false,true
40.79258078083070000000,-73.95286825077940000000,36I-PM-1007-13,PM,2018-10-07,Adult,Gray,Ground Plane,,false,false,false,true,false,,false,false,false,false,true,true,false,false
40.77246650364470000000,-73.97824171151390000000,7A-AM-1006-01,AM,2018-10-06,Adult,Gray,Above Ground,in tree,false,false,false,false,true,,false,true,false,false,true,false,false,false
40.77007508023170000000,-73.97214429397970000000,7G-PM-1018-03,PM,2018-10-18,Adult,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,false
40.77698846123050000000,-73.96984738086500000000,14E-AM-1008-05,AM,2018-10-08,Adult,Gray,Above Ground,,false,false,true,false,false,nest building,false,false,false,false,false,false,true,false
40.76848381682070000000,-73.97686527856640000000,3D-PM-1010-03,PM,2018-10-10,Adult,Cinnamon,Ground Plane,,false,false,false,false,false,,false,false,false,false,false,false,false,false
40.79375809857300000000,-73.95909928414230000000,35D-PM-1013-09,PM,2018-10-13,Adult,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false
40.77057118979770000000,-73.97240639867710000000,7F-PM-1012-01,PM,2018-10-12,Adult,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,true,false
40.77878725611770000000,-73.96613613106770000000,18G-PM-1013-01,PM,2018-10-13,Adult,Gray,Ground Plane,,false,false,false,true,true,burying,false,false,false,false,false,false,false,true
40.77013042119440000000,-73.97307506012120000000,6F-PM-1008-01,PM,2018-10-08,Adult,Gray,Above Ground,,false,true,false,false,false,,false,false,false,false,false,false,false,false
40.77208681245440000000,-73.97197067061400000000,9F-AM-1013-04,AM,2018-10-13,Adult,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,false,false
40.79510443782070000000,-73.95621174551000000000,38E-AM-1010-09,AM,2018-10-10,Adult,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false
40.79054235461550000000,-73.95640236266190000000,33G-AM-1013-02,AM,2018-10-13,Adult,Gray,Above Ground,shelter in hole in tree,false,false,true,false,false,,false,false,false,false,false,false,true,true
40.79524755480480000000,-73.95326201283070000000,39G-AM-1018-01,AM,2018-10-18,Adult,Gray,Ground Plane,,false,false,false,false,false,dead (something ran over it),false,false,false,false,false,false,false,false
40.79044099124370000000,-73.95763493213570000000,32G-PM-1013-03,PM,2018-10-13,Juvenile,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false
40.76863510971590000000,-73.97634308293420000000,4D-PM-1008-11,PM,2018-10-08,Adult,Cinnamon,Above Ground,on tree facing downward,false,true,false,false,false,chased #12,true,false,false,true,false,false,false,true
40.76948866451940000000,-73.97147891367570000000,6H-AM-1008-01,AM,2018-10-08,Adult,Cinnamon,Ground Plane,,false,false,false,true,false,,false,false,false,false,false,false,false,false
40.76978834359810000000,-73.97551337106650000000,5E-AM-1008-08,AM,2018-10-08,Adult,Gray,Ground Plane,,true,false,false,false,false,,false,false,false,false,false,false,true,false
40.77732954191040000000,-73.97023489828030000000,15D-PM-1017-01,PM,2018-10-17,Adult,Gray,Ground Plane,,false,false,false,false,true,,false,false,false,false,false,false,true,false
40.77816584248660000000,-73.96860560852970000000,16E-AM-1014-03,AM,2018-10-14,Adult,Gray,Ground Plane,,false,false,false,true,true,,false,false,false,false,false,true,false,false
